   352	2-02-FULL-43-11 sp001820955
   353	2-02-FULL-43-13 sp001819295
   354	2-02-FULL-43-16 sp001821935
   355	2-02-FULL-44-16 sp001798185
   356	2-02-FULL-44-35 sp000999175
   357	2-02-FULL-44-35 sp001822695
   358	2-02-FULL-45-10 sp001783035
   359	2-02-FULL-45-10 sp016234265
   360	2-02-FULL-45-11 sp001817685
   361	2-02-FULL-45-18 sp001774075
   362	2-02-FULL-45-21 sp001805575
   363	2-02-FULL-45-21 sp001805845
   364	2-02-FULL-45-22_A sp002773795
   365	2-02-FULL-45-22 sp001796285
   366	2-02-FULL-46-11 sp001779955
   367	2-02-FULL-46-13 sp001820875
   368	2-02-FULL-46-13 sp001821015
   369	2-02-FULL-46-19 sp001795795
   370	2-02-FULL-47-12 sp001790455
   371	2-02-FULL-47-50 sp001801885
   372	2-02-FULL-48-11-A sp001818435
   373	2-02-FULL-48-11 sp001805615
   374	2-02-FULL-48-12 sp001819875
   375	2-02-FULL-48-14 sp001787475
   376	2-02-FULL-48-16 sp001821135
   377	2-02-FULL-48-16 sp007376285
   378	2-02-FULL-49-11 sp001791465
   379	2-02-FULL-49-12 sp001796315
   380	2-02-FULL-49-16 sp001788955
   381	2-02-FULL-49-16 sp002772605
   382	2-02-FULL-50-16-A sp001828605
   383	2-02-FULL-50-16 sp001798715
   384	2-02-FULL-50-19 sp001805885
   385	2-02-FULL-50-19 sp003141835
   386	2-02-FULL-50-19 sp903889135
   387	2-02-FULL-50-9b sp001782975
   388	2-02-FULL-50-9b sp903893485
   389	2-02-FULL-51-10 sp001788965
   390	2-02-FULL-51-18 sp001804125
   391	2-02-FULL-52-10 sp001805655
   392	2-02-FULL-52-10 sp016931055
   393	2-02-FULL-52-16 sp001787535
   394	2-02-FULL-52-23 sp001820655
   395	2-02-FULL-53-10 sp001791035
   396	2-02-FULL-55-14 sp001802945
   397	2-02-FULL-56-15 sp001801825
   398	2-02-FULL-56-15 sp004297165
   399	2-02-FULL-56-16 sp001817495
   400	2-02-FULL-58-16 sp001830425
   401	2-02-FULL-61-13 sp001801865
   402	2-02-FULL-61-13 sp016179185
   403	2-02-FULL-61-28 sp001767035
   404	2-02-FULL-62-14 sp001805245
   405	2-02-FULL-62-14 sp009692155
   406	2-02-FULL-62-17 sp001770355
   407	2-02-FULL-62-17 sp903859155
   408	2-02-FULL-62-17 sp903899705
   409	2-02-FULL-63-19 sp001770415
   410	2-02-FULL-63-19 sp001770425
   411	2-02-FULL-65-29 sp001767435
   412	2-02-FULL-66-14 sp001770475
   413	2-02-FULL-66-14 sp001771975
   414	2-02-FULL-66-14 sp002451175
   415	2-02-FULL-66-14 sp004298295
   416	2-02-FULL-66-14 sp004298325
   417	2-02-FULL-66-22 sp001771285
   418	2-02-FULL-66-22 sp011054645
   419	2-02-FULL-66-22 sp016180655
   420	2-02-FULL-66-22 sp016208645
   421	2-02-FULL-66-22 sp016209725
   422	2-02-FULL-66-22 sp016209735
   423	2-02-FULL-67-20 sp001805695
   424	2-02-FULL-67-20 sp016180575
   425	2-02-FULL-67-57 sp001766965
   426	2-02-FULL-67-57 sp011055645
   427	2-02-FULL-67-57 sp016210855
   428	20-60-12 sp002255495
   429	20CM-2-55-15 sp001920875
   430	20CM-2-55-15 sp003222815
   431	20CM-2-55-15 sp003223875
   432	20CM-2-65-7 sp001915025
   433	20CM-2-65-7 sp003220955
   434	20CM-2-65-7 sp003220985
   435	20CM-2-65-7 sp003221035
   436	20CM-2-65-7 sp003221075
   437	20CM-2-65-7 sp003221825
   438	20CM-2-65-7 sp003221895
   439	20CM-2-65-7 sp003221985
   440	20CM-2-65-7 sp003222195
   441	20CM-2-65-7 sp003223395
   442	20CM-2-70-11 sp001914535
   443	20CM-2-70-11 sp003220315
   444	20CM-2-70-11 sp003220675
   445	20CM-2-70-11 sp003221695
   446	20CM-4-69-16 sp001917665
   447	20CM-4-69-16 sp001919865
   448	20CM-4-69-16 sp003220795
   449	20CM-4-69-16 sp003220935
   450	20CM-4-69-16 sp003222135
   451	21-14-0-10-32-9 sp002762915
   452	21-14-0-10-32-9 sp903891505
   453	21-14-0-10-35-9 sp002773835
   454	21-14-0-10-42-9 sp002773845
   455	21-14-0-10-47-8-A sp002793885
   456	21-14-0-10-47-8-A sp016234585
   457	21-14-0-10-47-8 sp002773975
   458	21-14-0-20-44-7 sp002787615
   459	21-14-0-20-46-8 sp002796025
   460	21-14-0-20-56-8 sp002796165
   461	21-14-0-20-63-9 sp002796105
   462	21-14-all-36-13 sp002771585
   463	21-14-all-37-9 sp002772495
   464	21-14-all-39-27 sp002786715
   465	21-14-all-40-8 sp002770795
   466	21-14-all-47-15 sp002771515
   467	21-14-all-47-17 sp002786495
   468	2-12-FULL-35-11 sp001803185
   469	2-12-FULL-35-15 sp001769385
   470	2-12-FULL-35-15 sp003151815
   471	2-12-FULL-35-15 sp005772895
   472	2-12-FULL-35-15 sp016722565
   473	2-12-FULL-35-15 sp903833025
   474	2-12-FULL-35-15 sp903847205
   475	2-12-FULL-35-15 sp903870175
   476	2-12-FULL-35-15 sp903881065
   477	2-12-FULL-35-15 sp903911435
   478	2-12-FULL-35-15 sp903919535
   479	2-12-FULL-35-15 sp903926385
   480	2-12-FULL-35-23 sp001801465
   481	2-12-FULL-36-22 sp001771315
   482	2-12-FULL-36-22 sp018660415
